Index,Rank_x,Previous Rank,Name,Country/Territory,Region_x,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE,Type,State,City,Zip,Region_y,isPublic,Institution_Control,Photo,Rank_y,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb
nan,nan,nan,fayetteville state university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-south,NC,Fayetteville,28301.0,south,True,public,https://www.usnews.com/dims4/USNEWS/bfd6f41/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F4e%2F2d3e67d742e6b45841ac7e841cbbbf%2Fcollege-photo_20517.jpg,62.0,14.0,nan,80.0,7584.0,3.3,nan,nan,5845.0,2.0,870.0,nan,870-1060,14-19,"Fayetteville State University is a public institution that was founded in 1867. It has a total undergraduate enrollment of 5,845 (fall 2023), its setting is urban, and the campus size is 156 acres. It utilizes a semester-based academic calendar. Fayetteville State University's ranking in the 2025 edition of Best Colleges is Regional Universities South, #62. Its in-state tuition and fees are $3,584; out-of-state tuition and fees are $7,584."
nan,nan,nan,feather river community college district,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-west,CA,Quincy,95971.0,west,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,1383.0,nan,nan,nan,nan,nan,Feather River Community College District is a public institution.    
nan,nan,nan,felician university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,NJ,Lodi,7644.0,north,True,private,nan,115.0,20.0,nan,94.0,39300.0,nan,nan,nan,1833.0,nan,890.0,nan,890-1150,20-21,"Felician University is a private institution that was founded in 1942. It has a total undergraduate enrollment of 1,833 (fall 2023), and the campus size is 27 acres.  Felician University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #115. Its tuition and fees are $39,300."
1229.0,1201-1400,1201-1400,feng chia university,Taiwan,Asia,L,FO,VH,Private for Profit,12.3,701+,11.8,701+,6.4,801+,11.7,801+,5.6,801+,6.8,801+,11.0,801+,10.1,801+,21.0,707,53.9,624=,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
961.0,951-1000,951-1000,ferdowsi university of mashhad,Iran (Islamic Republic of),Asia,L,CO,VH,Public,11.1,701+,10.9,701+,5.7,801+,35.1,524,nan,nan,9.5,801+,12.4,801+,74.5,453,12.9,801+,33.3,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,ferris state university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,MI,Big Rapids,49307.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/702a9df/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ff2%2Faa934886b8453802181c49d69cc6ff%2Fcollege-photo_31921.jpg,329.0,18.0,nan,81.0,15886.0,3.3,2.4,nan,8940.0,nan,890.0,nan,890-1120,18-26,"Ferris State University is a public institution that was founded in 1884. It has a total undergraduate enrollment of 8,940 (fall 2023), its setting is rural, and the campus size is 789 acres. It utilizes a semester-based academic calendar. Ferris State University's ranking in the 2025 edition of Best Colleges is National Universities, #329. Its in-state tuition and fees are $15,886; out-of-state tuition and fees are $15,886."
nan,nan,nan,ferrum college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,VA,Ferrum,24088.0,south,True,private,https://www.usnews.com/dims4/USNEWS/e9244db/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fa4%2Fbb5fd81ae0410df44822375044966d%2Fcollege-photo_17556.jpg,51.0,nan,nan,84.0,nan,nan,nan,nan,835.0,nan,900.0,nan,900-1110,nan,"Ferrum College is a private institution that was founded in 1913. It has a total undergraduate enrollment of 835 (fall 2022), and the campus size is 700 acres.  Ferrum College's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #51. "
1029.0,1001-1200,951-1000,financial university under the government of the russian federation,Russian Federation,Europe,L,FO,VH,Public,4.9,701+,17.4,701+,44.1,450,2.7,801+,6.7,801+,39.2,500,44.7,467,37.6,801+,57.5,291,43.8,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,fisher college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-north,MA,Boston,2116.0,north,True,private,nan,43.0,nan,nan,74.0,nan,nan,nan,nan,1312.0,nan,nan,nan,nan,nan,"Fisher College is a private institution that was founded in 1903. It has a total undergraduate enrollment of 1,312 (fall 2022), and the campus size is 4 acres.  Fisher College's ranking in the 2025 edition of Best Colleges is Regional Colleges North, #43. "
nan,nan,nan,fisk university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,TN,Nashville,37208.0,nan,True,private,nan,158.0,20.0,nan,58.0,nan,nan,nan,nan,965.0,nan,1160.0,nan,1160-1480,20-25,"Fisk University is a private institution that was founded in 1866. It has a total undergraduate enrollment of 965 (fall 2023), and the campus size is 47 acres. It utilizes a semester-based academic calendar. Fisk University's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #158. "
nan,nan,nan,fitchburg state university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,MA,Fitchburg,1420.0,north,True,public,https://www.usnews.com/dims4/USNEWS/717346e/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F46%2Ff44a6efec132b125a49ce5d1f1b83c%2Fcollege-photo_25633.jpg,84.0,19.0,nan,90.0,17426.0,3.3,nan,nan,3133.0,nan,1030.0,nan,1030-1220,19-25,"Fitchburg State University is a public institution that was founded in 1894. It has a total undergraduate enrollment of 3,133 (fall 2023), its setting is urban, and the campus size is 45 acres. It utilizes a semester-based academic calendar. Fitchburg State University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #84. Its in-state tuition and fees are $11,346; out-of-state tuition and fees are $17,426."
nan,nan,nan,five towns college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,specialty-arts,NY,Dix Hills,11746.0,nan,True,proprietary,nan,-2.0,nan,nan,74.0,30250.0,2.8,nan,nan,662.0,nan,nan,nan,nan,nan,"Five Towns College is a proprietary institution that was founded in 1972. It has a total undergraduate enrollment of 662 (fall 2023), its setting is suburban, and the campus size is 35 acres. It utilizes a semester-based academic calendar.  Its tuition and fees are $30,250."
nan,nan,nan,flagler college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,FL,St. Augustine,32084.0,south,True,private,https://www.usnews.com/dims4/USNEWS/1780d74/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F9f%2F1a23fa5f4a035be5f0043cc5608c66%2Fcollege-photo_29827.jpg,3.0,19.0,60.0,78.0,29800.0,nan,nan,nan,2432.0,nan,990.0,32682.0,990-1200,19-24,"Flagler College is a private institution that was founded in 1968. It has a total undergraduate enrollment of 2,432 (fall 2023), and the campus size is 49 acres. It utilizes a semester-based academic calendar. Flagler College's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #3. Its tuition and fees are $29,800."
387.0,387,336,flinders university,Australia,Oceania,L,FC,VH,Public,19.6,629,9.7,701+,11.3,801+,64.3,252,97.9,144,97.3,99,97.4,87,77.3,400,15.5,801+,81.6,154=,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,florida a&m university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,FL,Tallahassee,32307.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/ccb15ca/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F17%2F32%2F7eece05745f0adae2bb0185e32a8%2Fleehall12-1.jpg,152.0,20.0,55.0,21.0,17725.0,3.8,nan,nan,7796.0,nan,1030.0,29500.0,1030-1150,20-24,"Florida A&M University is a public institution that was founded in 1887. It has a total undergraduate enrollment of 7,796 (fall 2023), and the campus size is 422 acres. It utilizes a semester-based academic calendar. Florida A&M University's ranking in the 2025 edition of Best Colleges is National Universities, #152. Its in-state tuition and fees are $5,785; out-of-state tuition and fees are $17,725."
nan,nan,nan,florida a&m university - florida state university college of engineering,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,unranked,FL,nan,nan,nan,True,public,nan,-2.0,nan,nan,nan,nan,nan,2.6,nan,0.0,nan,nan,nan,nan,nan,Florida A&M University - Florida State University College of Engineering is a public institution.    
nan,nan,nan,florida atlantic university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,FL,Boca Raton,33431.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/6434283/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F94%2F43312647f96d895292321e35f4f5ad%2Ffau_37368267.jpg,189.0,20.0,37.0,73.0,21655.0,3.8,2.1,nan,24717.0,2.8,1040.0,34782.0,1040-1210,20-26,"Florida Atlantic University is a public institution that was founded in 1964. It has a total undergraduate enrollment of 24,717 (fall 2023), and the campus size is 850 acres. It utilizes a semester-based academic calendar. Florida Atlantic University's ranking in the 2025 edition of Best Colleges is National Universities, #189. Its in-state tuition and fees are $6,099; out-of-state tuition and fees are $21,655."
1030.0,1001-1200,1201-1400,florida atlantic university - boca raton,United States of America,Americas,L,FC,HI,Public,6.6,701+,15.2,701+,6.2,801+,18.2,746,8.4,801+,13.1,801+,9.9,801+,65.3,618,13.0,801+,48.4,746=,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,florida college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,FL,Temple Terrace,33617.0,south,True,private,https://www.usnews.com/dims4/USNEWS/425d1bd/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F29%2F2540dac35e1e41d9ea50dccace0a18%2Fcollege-photo_29318.jpg,59.0,19.0,nan,72.0,nan,nan,nan,nan,622.0,nan,930.0,nan,930-1200,19-27,"Florida College is a private institution that was founded in 1946. It has a total undergraduate enrollment of 622 (fall 2022), and the campus size is 95 acres.  Florida College's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #59. "
nan,nan,nan,florida gateway college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,FL,Lake City,32025.0,south,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,2706.0,nan,nan,nan,nan,nan,Florida Gateway College is a public institution that was founded in 1962.    
nan,nan,nan,florida gulf coast university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,FL,Fort Myers,33965.0,nan,True,public,nan,296.0,20.0,nan,77.0,25162.0,nan,2.7,nan,14243.0,2.3,1040.0,nan,1040-1210,20-25,"Florida Gulf Coast University is a public institution that was founded in 1991. It has a total undergraduate enrollment of 14,243 (fall 2023), and the campus size is 700 acres. It utilizes a semester-based academic calendar. Florida Gulf Coast University's ranking in the 2025 edition of Best Colleges is National Universities, #296. Its in-state tuition and fees are $6,118; out-of-state tuition and fees are $25,162."
nan,nan,nan,florida institute of technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,FL,Melbourne,32901.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/7b7238a/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ff7%2F68%2F7f14289f4df09ba7f7206f7afb32%2Foec-crop.png,231.0,23.0,nan,63.0,45900.0,3.5,2.2,nan,3469.0,nan,1130.0,nan,1130-1320,23-28,"Florida Institute of Technology is a private institution that was founded in 1958. It has a total undergraduate enrollment of 3,469 (fall 2023), its setting is urban, and the campus size is 174 acres. It utilizes a semester-based academic calendar. Florida Institute of Technology's ranking in the 2025 edition of Best Colleges is National Universities, #231. Its tuition and fees are $45,900."
582.0,582,574,florida international university,United States of America,Americas,XL,FC,HI,Public,22.7,551,38.3,363,18.3,801+,17.5,759,27.7,617,22.6,692,28.7,630,84.7,260,28.0,595,79.0,187,28.8,national-universities,FL,Miami,33199.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/108d848/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fa2%2F2dc99dc14a7b3a372776a3bc7957ff%2FScreen_Shot_2020-09-30_at_5.12.32_PM.png,98.0,20.0,42.0,59.0,18964.0,3.9,2.4,nan,44045.0,2.9,1060.0,28989.0,1060-1250,20-26,"Florida International University is a public institution that was founded in 1972. It has a total undergraduate enrollment of 44,045 (fall 2023), its setting is urban, and the campus size is 344 acres. It utilizes a semester-based academic calendar. Florida International University's ranking in the 2025 edition of Best Colleges is National Universities, #98. Its in-state tuition and fees are $6,566; out-of-state tuition and fees are $18,964."
nan,nan,nan,florida keys community college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,FL,Key West,33040.0,south,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,920.0,nan,nan,nan,nan,nan,Florida Keys Community College is a public institution.    
nan,nan,nan,florida memorial university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,FL,Miami,33054.0,south,True,private,nan,65.0,nan,nan,70.0,nan,nan,nan,nan,1098.0,nan,nan,nan,nan,nan,"Florida Memorial University is a private institution that was founded in 1879.   Florida Memorial University's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #65. "
nan,nan,nan,florida national university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-south,FL,Hialeah,33012.0,south,True,proprietary,https://www.usnews.com/dims4/USNEWS/8e77b0d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F05%2F7ef4e4062b0d62cc6d25fe4b7b1157%2FFlorida_National_University_Main_Building_-_Credit_FNU_Marketing_Team-min.JPG,88.0,nan,nan,100.0,17368.0,nan,nan,nan,2359.0,nan,nan,nan,nan,nan,"Florida National University is a proprietary institution that was founded in 1988. It has a total undergraduate enrollment of 2,359 (fall 2023), and the campus size is 4 acres. It utilizes a semester-based academic calendar. Florida National University's ranking in the 2025 edition of Best Colleges is Regional Universities South, #88. Its tuition and fees are $17,368."
nan,nan,nan,florida polytechnic university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,FL,Lakeland,33805.0,south,True,public,https://www.usnews.com/dims4/USNEWS/e7bb089/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F1f%2Fd0%2F664fba3d4623b8242063e02f7a7e%2F210922-floridapoly-ist-76jpg-submitted.jpg,2.0,24.0,44.0,54.0,21005.0,nan,3.1,nan,1569.0,nan,1180.0,23691.0,1180-1370,24-30,"Florida Polytechnic University is a public institution that was founded in 2012. It has a total undergraduate enrollment of 1,569 (fall 2023), and the campus size is 178 acres. It utilizes a semester-based academic calendar. Florida Polytechnic University's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #2. Its in-state tuition and fees are $4,940; out-of-state tuition and fees are $21,005."
nan,nan,nan,florida southern college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-south,FL,Lakeland,33801.0,south,True,private,https://www.usnews.com/dims4/USNEWS/f81f990/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F2a%2F5d161141dc5e3674d25cb9b18d8c4a%2FFSCLakefront.jpg,11.0,25.0,64.0,59.0,44040.0,3.9,nan,nan,2626.0,< 2.0,1170.0,31229.0,1170-1313,25-30,"Florida Southern College is a private institution that was founded in 1885. It has a total undergraduate enrollment of 2,626 (fall 2023), and the campus size is 113 acres. It utilizes a semester-based academic calendar. Florida Southern College's ranking in the 2025 edition of Best Colleges is Regional Universities South, #11. Its tuition and fees are $44,040."
nan,nan,nan,florida southwestern state college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,FL,Fort Myers,33919.0,south,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,13797.0,nan,nan,nan,nan,nan,"Florida SouthWestern State College is a public institution that was founded in 1962. It has a total undergraduate enrollment of 13,797 (fall 2023), its setting is suburban, and the campus size is 420 acres. It utilizes a semester-based academic calendar.  "
nan,nan,nan,florida state college--jacksonville,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,FL,Jacksonville,32202.0,south,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,20363.0,nan,nan,nan,nan,nan,Florida State College--Jacksonville is a public institution.    
549.0,549,573,florida state university,United States of America,Americas,XL,FC,VH,Public,32.7,375,24.0,562,11.4,801+,34.1,536,16.4,772,9.0,801+,14.7,801+,74.5,454,34.8,493,62.5,449,30.1,national-universities,FL,Tallahassee,32306.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/8bdd7ed/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fbb%2F7003562f043ea2e299d5a44d9c0bbc%2F11_0241_%28011%29.jpg,54.0,27.0,29.0,25.0,21683.0,3.7,nan,nan,32217.0,3.4,1240.0,31854.0,1240-1390,27-31,"Florida State University is a public institution that was founded in 1851. It has a total undergraduate enrollment of 32,217 (fall 2023), its setting is city, and the campus size is 486 acres. It utilizes a semester-based academic calendar. Florida State University's ranking in the 2025 edition of Best Colleges is National Universities, #54. Its in-state tuition and fees are $6,517; out-of-state tuition and fees are $21,683."
nan,nan,nan,foothill college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-west,CA,Los Altos Hills,94022.0,west,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,12434.0,nan,nan,nan,nan,nan,Foothill College is a public institution.    
1031.0,1001-1200,1001-1200,fordham university,United States of America,Americas,L,CO,HI,Private not for Profit,9.1,701+,16.8,701+,19.3,801+,9.6,801+,10.5,801+,23.3,685,17.5,801+,23.3,801+,47.6,369,32.1,801+,-,national-universities,NY,New York,10023.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/fca290f/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F7d%2F2c660496b823f534b6a70c2e3eb2cc%2Fcollege-photo_12860.jpg,91.0,30.0,77.0,56.0,64470.0,3.7,nan,nan,10307.0,3.2,1330.0,56343.0,1330-1490,30-33,"Fordham University is a private institution that was founded in 1841. It has a total undergraduate enrollment of 10,307 (fall 2023), its setting is urban, and the campus size is 93 acres. It utilizes a semester-based academic calendar. Fordham University's ranking in the 2025 edition of Best Colleges is National Universities, #91. Its tuition and fees are $64,470."
nan,nan,nan,fort hays state university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-midwest,KS,Hays,67601.0,midwest,True,public,nan,101.0,18.0,nan,88.0,nan,nan,nan,nan,10427.0,nan,940.0,nan,940-1190,18-24,"Fort Hays State University is a public institution that was founded in 1902. It has a total undergraduate enrollment of 10,427 (fall 2022), and the campus size is 200 acres.  Fort Hays State University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #101. "
nan,nan,nan,fort lewis college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-west,CO,Durango,81301.0,west,True,public,https://www.usnews.com/dims4/USNEWS/0e8fb75/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F17%2Ff9%2Fe1fd165b4e5399616891543efb5a%2Fflc-us-news-and-world-report-51.jpg,19.0,18.0,nan,93.0,21526.0,3.4,< 2.0,nan,3320.0,< 2.0,1060.0,nan,1060-1260,18-25,"Fort Lewis College is a public institution that was founded in 1911. It has a total undergraduate enrollment of 3,320 (fall 2023), and the campus size is 362 acres. It utilizes a semester-based academic calendar. Fort Lewis College's ranking in the 2025 edition of Best Colleges is Regional Colleges West, #19. Its in-state tuition and fees are $9,958; out-of-state tuition and fees are $21,526."
nan,nan,nan,fort valley state university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-south,GA,Fort Valley,31030.0,south,True,public,nan,62.0,16.0,6.0,44.0,20760.0,3.2,nan,nan,2540.0,nan,795.0,33891.0,795-920,16-19,"Fort Valley State University is a public institution that was founded in 1985. It has a total undergraduate enrollment of 2,540 (fall 2023), its setting is rural, and the campus size is 1,365 acres. It utilizes a semester-based academic calendar. Fort Valley State University's ranking in the 2025 edition of Best Colleges is Regional Universities South, #62. Its in-state tuition and fees are $6,570; out-of-state tuition and fees are $20,760."
nan,nan,nan,framingham state university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,MA,Framingham,1701.0,north,True,public,https://www.usnews.com/dims4/USNEWS/046e450/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F34%2Ff55a8c42779719e544cfa102fb186c%2Fcollege-photo_15987.jpg,74.0,23.0,nan,85.0,nan,3.1,nan,nan,2817.0,nan,1038.0,nan,1038-1248,23-28,"Framingham State University is a public institution that was founded in 1839. It has a total undergraduate enrollment of 2,817 (fall 2023), and the campus size is 143 acres. It utilizes a semester-based academic calendar. Framingham State University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #74. "
